x,y,value,Year,Day_in_Year,elevation,evapotranspiration,SPL4_Soilmoisture,Land_Surface_Temp_K,Precipictation_m,Surface_Pres_Pa
144.4275,-36.43,0.22780457,2018.0,17.0,118.88735961914062,0.8807322382926941,0.1150238737463951,16126.0,0.0009433354134671,99695.09375
148.0825,-36.4575,0.6026397,2018.0,17.0,501.5248718261719,3.466760635375977,0.1278919130563736,14976.0,0.0018870488274842,93100.1875
144.10250000000002,-36.4875,1.5218936,2018.0,17.0,120.53938293457033,5.168605804443359,0.108742855489254,15951.5,0.0009092846885323,99688.6328125
147.27,-36.515,0.36660638,2018.0,17.0,878.386962890625,3.677812814712525,0.1576348692178726,14958.5,0.0022737667895853,94189.4453125
143.6775,-36.545,-0.01825759,2018.0,17.0,255.5770263671875,0.9059709906578064,0.1361597925424575,15717.0,0.0007523084641434,98758.0078125
147.42000000000002,-36.5725,0.5849343,2018.0,17.0,348.8671875,3.5260136127471924,0.155764952301979,15084.0,0.0022737667895853,94189.4453125
142.6875,-36.6025,-0.0697775,2018.0,17.0,144.65870666503906,0.5688749551773071,0.1646663099527359,15885.5,0.0004174975911155,99435.1953125
144.85250000000002,-36.63,0.34599558,2018.0,17.0,,,,,,
147.0875,-36.6575,0.6118418,2018.0,17.0,925.8148193359376,4.497230529785156,0.1905235201120376,14797.0,0.0019815096165984,95547.0234375
142.36,-36.6875,0.15964662,2018.0,17.0,134.16212463378906,0.9880994558334352,0.1653329282999038,15910.5,0.0003452254459261,99479.4921875
145.04250000000002,-36.715,0.10373763,2018.0,17.0,145.08114624023438,1.2616521120071411,0.1062847599387168,15879.0,0.0008773179724812,99541.453125
148.0375,-36.7425,1.1536,2018.0,17.0,1346.180908203125,3.921706199645996,0.1352661997079849,14666.5,0.002274981001392,90348.984375
144.0925,-36.7725,0.036756657,2018.0,17.0,198.6616668701172,0.942394196987152,0.1447283178567886,15853.0,0.0009135293075814,98766.671875
147.35750000000002,-36.8,2.3654702,2018.0,17.0,1587.9974365234375,2.04665470123291,0.140022411942482,14709.0,0.0033388915471732,91291.2109375
142.01250000000002,-36.83,0.18984796,2018.0,17.0,145.20062255859375,0.9130224585533142,0.1731087118387222,15870.0,0.0003917845897376,99353.75
143.1525,-36.8575,-0.020247638,2018.0,17.0,282.5384521484375,0.7912415862083435,0.1230558380484581,16101.0,0.0005855276249349,98845.984375
143.5775,-36.885,-0.012861036,2018.0,17.0,219.1387481689453,0.9432165622711182,0.1413265615701675,16076.0,0.0007990113226696,98107.5390625
